Year,Facility_Id,Facility_Name,APR_DRG_Code,APR_Severity_of_Illness_Code,APR_DRG_Description,APR_Severity_of_Illness_Description,APR_Medical_Surgical_Code,APR_Medical_Surgical_Description,Discharges,Mean_Charge,Median_Charge,Mean_Cost,Median_Cost
2013,116,Arnot Ogden Medical Center,121,4,Other Respiratory & Chest Procedures,Extreme,P,Surgical,3,101039.29,73910.95,33898.71,24916.2
2013,116,Arnot Ogden Medical Center,130,2,Respiratory System Diagnosis W Ventilator Support 96+ Hours,Moderate,M,Medical,1,48576.21,48576.21,17444.6,17444.6
2013,116,Arnot Ogden Medical Center,130,3,Respiratory System Diagnosis W Ventilator Support 96+ Hours,Major,M,Medical,4,67085.01,62307.19,22792.88,19551
2013,116,Arnot Ogden Medical Center,130,4,Respiratory System Diagnosis W Ventilator Support 96+ Hours,Extreme,M,Medical,10,78183.52,79680.88,25882.25,26608.38
2013,116,Arnot Ogden Medical Center,131,2,Cystic Fibrosis - Pulmonary Disease,Moderate,M,Medical,1,7101.77,7101.77,2349.49,2349.49
2013,116,Arnot Ogden Medical Center,131,3,Cystic Fibrosis - Pulmonary Disease,Major,M,Medical,2,26466.63,26466.63,10634.22,10634.22
2013,116,Arnot Ogden Medical Center,131,4,Cystic Fibrosis - Pulmonary Disease,Extreme,M,Medical,1,3418.75,3418.75,1880.51,1880.51
2013,116,Arnot Ogden Medical Center,132,2,Bpd & Oth Chronic Respiratory Diseases Arising In Perinatal Period,Moderate,M,Medical,1,2233.72,2233.72,1053.47,1053.47
2013,116,Arnot Ogden Medical Center,132,4,Bpd & Oth Chronic Respiratory Diseases Arising In Perinatal Period,Extreme,M,Medical,1,195197.79,195197.79,77024.92,77024.92
2013,116,Arnot Ogden Medical Center,133,1,Pulmonary Edema & Respiratory Failure,Minor,M,Medical,1,2485.05,2485.05,1163,1163
2013,116,Arnot Ogden Medical Center,133,2,Pulmonary Edema & Respiratory Failure,Moderate,M,Medical,41,14815.78,14101.47,5835.78,5587.41
2013,116,Arnot Ogden Medical Center,133,3,Pulmonary Edema & Respiratory Failure,Major,M,Medical,96,19953.77,19207.64,7475.02,7366.98
2013,116,Arnot Ogden Medical Center,133,4,Pulmonary Edema & Respiratory Failure,Extreme,M,Medical,36,32832.74,26889.73,11589.86,9556.25
2013,116,Arnot Ogden Medical Center,134,1,Pulmonary Embolism,Minor,M,Medical,12,13568.73,11947.1,4916.98,4494.74
2013,116,Arnot Ogden Medical Center,134,2,Pulmonary Embolism,Moderate,M,Medical,27,19469.47,18313.68,6914.13,6611.39
2013,116,Arnot Ogden Medical Center,134,3,Pulmonary Embolism,Major,M,Medical,10,31898.9,21938.78,11233.53,7563.81
2013,116,Arnot Ogden Medical Center,134,4,Pulmonary Embolism,Extreme,M,Medical,5,32889.79,25439.46,10515.97,7851.76
2013,116,Arnot Ogden Medical Center,135,1,Major Chest & Respiratory Trauma,Minor,M,Medical,4,22997.03,22172.61,8330.92,7188.95
2013,116,Arnot Ogden Medical Center,135,2,Major Chest & Respiratory Trauma,Moderate,M,Medical,7,14989.31,14740.27,5256.22,5699.43
2013,116,Arnot Ogden Medical Center,135,3,Major Chest & Respiratory Trauma,Major,M,Medical,3,34469.75,34043.02,11192.05,12010.32
2013,116,Arnot Ogden Medical Center,135,4,Major Chest & Respiratory Trauma,Extreme,M,Medical,1,66190.1,66190.1,22754.69,22754.69
2013,116,Arnot Ogden Medical Center,136,2,Respiratory Malignancy,Moderate,M,Medical,7,22658.44,19310.08,7002.79,5912.08
2013,116,Arnot Ogden Medical Center,136,3,Respiratory Malignancy,Major,M,Medical,23,21890.42,18665.48,7301.87,6082.57
2013,116,Arnot Ogden Medical Center,136,4,Respiratory Malignancy,Extreme,M,Medical,6,34364.5,32633.87,10687.29,10239.39
2013,116,Arnot Ogden Medical Center,137,1,Major Respiratory Infections & Inflammations,Minor,M,Medical,8,10298.05,9077.74,3727.46,3477.1
2013,116,Arnot Ogden Medical Center,137,2,Major Respiratory Infections & Inflammations,Moderate,M,Medical,52,15210.05,14972.5,6135.4,5972.65
2013,116,Arnot Ogden Medical Center,137,3,Major Respiratory Infections & Inflammations,Major,M,Medical,74,23402.15,22784.76,8935.62,8663.36
2013,116,Arnot Ogden Medical Center,137,4,Major Respiratory Infections & Inflammations,Extreme,M,Medical,23,41150.42,43889.27,15401.68,15770.83
2013,116,Arnot Ogden Medical Center,138,1,Bronchiolitis & Rsv Pneumonia,Minor,M,Medical,31,5288.37,4734.69,2496.68,1979.19
2013,116,Arnot Ogden Medical Center,138,2,Bronchiolitis & Rsv Pneumonia,Moderate,M,Medical,29,7185.37,6980.58,3444.91,3080.16
2013,116,Arnot Ogden Medical Center,138,3,Bronchiolitis & Rsv Pneumonia,Major,M,Medical,1,12107.15,12107.15,6032.45,6032.45
2013,116,Arnot Ogden Medical Center,138,4,Bronchiolitis & Rsv Pneumonia,Extreme,M,Medical,1,8359.82,8359.82,2336.38,2336.38
2013,116,Arnot Ogden Medical Center,139,1,Other Pneumonia,Minor,M,Medical,41,7918.94,6338.71,3106.11,2537.01
2013,116,Arnot Ogden Medical Center,139,2,Other Pneumonia,Moderate,M,Medical,163,12567.02,11683.4,4846.72,4327.25
2013,116,Arnot Ogden Medical Center,139,3,Other Pneumonia,Major,M,Medical,135,19876.03,18368.87,7859.76,7401.41
2013,116,Arnot Ogden Medical Center,139,4,Other Pneumonia,Extreme,M,Medical,12,37206.55,26171.02,13969.97,10178.93
2013,116,Arnot Ogden Medical Center,140,1,Chronic Obstructive Pulmonary Disease,Minor,M,Medical,36,10198.7,8911.41,3986.61,3871.34
2013,116,Arnot Ogden Medical Center,140,2,Chronic Obstructive Pulmonary Disease,Moderate,M,Medical,168,12978.24,11579.81,5108.74,4450.2
2013,116,Arnot Ogden Medical Center,140,3,Chronic Obstructive Pulmonary Disease,Major,M,Medical,182,18352.42,16226.09,7349.04,6526.06
2013,116,Arnot Ogden Medical Center,140,4,Chronic Obstructive Pulmonary Disease,Extreme,M,Medical,15,34441.51,28247.79,13185.13,9596.26
2013,116,Arnot Ogden Medical Center,141,1,Asthma,Minor,M,Medical,17,7537.54,6739.03,3279.58,3174.17
2013,116,Arnot Ogden Medical Center,141,2,Asthma,Moderate,M,Medical,23,9013.65,7426.05,3610.98,3401.44
2013,116,Arnot Ogden Medical Center,141,3,Asthma,Major,M,Medical,8,12329.98,13499.29,4793.82,5321.63
2013,116,Arnot Ogden Medical Center,142,2,Interstitial & Alveolar Lung Diseases,Moderate,M,Medical,1,12323.66,12323.66,4568.07,4568.07
2013,116,Arnot Ogden Medical Center,142,3,Interstitial & Alveolar Lung Diseases,Major,M,Medical,2,23946.3,23946.3,9028.14,9028.14
2013,116,Arnot Ogden Medical Center,143,1,"Other Respiratory Diagnoses Except Signs, Symptoms & Minor Diagnoses",Minor,M,Medical,8,15045.14,16674.91,8039.93,7422.01
2013,116,Arnot Ogden Medical Center,143,2,"Other Respiratory Diagnoses Except Signs, Symptoms & Minor Diagnoses",Moderate,M,Medical,14,12750.23,12891.3,4308.32,3878.25
2013,116,Arnot Ogden Medical Center,143,3,"Other Respiratory Diagnoses Except Signs, Symptoms & Minor Diagnoses",Major,M,Medical,10,19859.71,14201.62,7951.26,3635.93
2013,116,Arnot Ogden Medical Center,143,4,"Other Respiratory Diagnoses Except Signs, Symptoms & Minor Diagnoses",Extreme,M,Medical,1,36687.58,36687.58,12106.26,12106.26
2013,116,Arnot Ogden Medical Center,144,1,"Respiratory Signs, Symptoms & Minor Diagnoses",Minor,M,Medical,16,8078.38,7663.28,2970.19,2871.01
2013,116,Arnot Ogden Medical Center,144,2,"Respiratory Signs, Symptoms & Minor Diagnoses",Moderate,M,Medical,27,11587.55,10984.87,3942.07,3544.69
2013,116,Arnot Ogden Medical Center,144,3,"Respiratory Signs, Symptoms & Minor Diagnoses",Major,M,Medical,8,18115.27,18142.32,6626.32,7280.66
2013,116,Arnot Ogden Medical Center,161,1,Cardiac Defibrillator & Heart Assist Implant,Minor,P,Surgical,10,101539.03,96460.73,33914.57,31091.17
2013,116,Arnot Ogden Medical Center,161,2,Cardiac Defibrillator & Heart Assist Implant,Moderate,P,Surgical,10,117058.31,126839.1,41365.17,39462.99
2013,116,Arnot Ogden Medical Center,161,3,Cardiac Defibrillator & Heart Assist Implant,Major,P,Surgical,2,154420.16,154420.16,55260,55260
2013,116,Arnot Ogden Medical Center,162,2,Cardiac Valve Procedures W Cardiac Catheterization,Moderate,P,Surgical,1,103057.19,103057.19,32462.25,32462.25
2013,116,Arnot Ogden Medical Center,162,3,Cardiac Valve Procedures W Cardiac Catheterization,Major,P,Surgical,5,115224.78,107361.33,37558.93,35201.17
2013,116,Arnot Ogden Medical Center,162,4,Cardiac Valve Procedures W Cardiac Catheterization,Extreme,P,Surgical,2,184535.2,184535.2,57409.64,57409.64
2013,116,Arnot Ogden Medical Center,163,1,Cardiac Valve Procedures W/O Cardiac Catheterization,Minor,P,Surgical,2,83002.94,83002.94,25787.3,25787.3
2013,116,Arnot Ogden Medical Center,163,2,Cardiac Valve Procedures W/O Cardiac Catheterization,Moderate,P,Surgical,5,89105.22,91480.7,27996.56,29425.71
2013,116,Arnot Ogden Medical Center,163,3,Cardiac Valve Procedures W/O Cardiac Catheterization,Major,P,Surgical,7,97610.4,98550.39,31647,30790.96
2013,116,Arnot Ogden Medical Center,163,4,Cardiac Valve Procedures W/O Cardiac Catheterization,Extreme,P,Surgical,2,251243.32,251243.32,74534.93,74534.93
2013,116,Arnot Ogden Medical Center,165,1,Coronary Bypass W Cardiac Cath Or Percutaneous Cardiac Procedure,Minor,P,Surgical,3,92789.35,83564.53,26177.08,24089.85
2013,116,Arnot Ogden Medical Center,165,2,Coronary Bypass W Cardiac Cath Or Percutaneous Cardiac Procedure,Moderate,P,Surgical,16,93624,94281.31,26985.5,27023.87
2013,116,Arnot Ogden Medical Center,165,3,Coronary Bypass W Cardiac Cath Or Percutaneous Cardiac Procedure,Major,P,Surgical,27,118880.34,114915.4,35750.63,35363.45
2013,116,Arnot Ogden Medical Center,165,4,Coronary Bypass W Cardiac Cath Or Percutaneous Cardiac Procedure,Extreme,P,Surgical,5,131399.55,136878.71,41281.04,44364.82
2013,116,Arnot Ogden Medical Center,166,1,Coronary Bypass W/O Cardiac Cath Or Percutaneous Cardiac Procedure,Minor,P,Surgical,1,76341.44,76341.44,21237.18,21237.18
2013,116,Arnot Ogden Medical Center,166,2,Coronary Bypass W/O Cardiac Cath Or Percutaneous Cardiac Procedure,Moderate,P,Surgical,10,75430.1,71202.26,21685.39,19894.65
2013,116,Arnot Ogden Medical Center,166,3,Coronary Bypass W/O Cardiac Cath Or Percutaneous Cardiac Procedure,Major,P,Surgical,11,98437.25,89572.76,28532.89,24819.49
2013,116,Arnot Ogden Medical Center,167,3,Other Cardiothoracic Procedures,Major,P,Surgical,1,35704.09,35704.09,12565.05,12565.05
2013,116,Arnot Ogden Medical Center,169,2,Major Thoracic & Abdominal Vascular Procedures,Moderate,P,Surgical,3,38023.41,22172.54,13649.99,7247.02
2013,116,Arnot Ogden Medical Center,169,3,Major Thoracic & Abdominal Vascular Procedures,Major,P,Surgical,3,81466.25,82859.08,28395.34,29831.72
2013,116,Arnot Ogden Medical Center,169,4,Major Thoracic & Abdominal Vascular Procedures,Extreme,P,Surgical,1,178582.93,178582.93,47519.44,47519.44
2013,116,Arnot Ogden Medical Center,170,2,"Permanent Cardiac Pacemaker Implant W Ami, Heart Failure Or Shock",Moderate,P,Surgical,2,50028.4,50028.4,16526.52,16526.52
2013,116,Arnot Ogden Medical Center,170,3,"Permanent Cardiac Pacemaker Implant W Ami, Heart Failure Or Shock",Major,P,Surgical,2,60586.38,60586.38,20565.53,20565.53
2013,116,Arnot Ogden Medical Center,171,1,"Perm Cardiac Pacemaker Implant W/O Ami, Heart Failure Or Shock",Minor,P,Surgical,24,37079.67,36987.69,10953.96,10543.13
2013,116,Arnot Ogden Medical Center,171,2,"Perm Cardiac Pacemaker Implant W/O Ami, Heart Failure Or Shock",Moderate,P,Surgical,41,39727.98,39228.65,12441.73,12202.6
2013,116,Arnot Ogden Medical Center,171,3,"Perm Cardiac Pacemaker Implant W/O Ami, Heart Failure Or Shock",Major,P,Surgical,13,50935.87,46654.92,16898.87,15637.16
2013,116,Arnot Ogden Medical Center,171,4,"Perm Cardiac Pacemaker Implant W/O Ami, Heart Failure Or Shock",Extreme,P,Surgical,2,66540.63,66540.63,20242.44,20242.44
2013,116,Arnot Ogden Medical Center,173,1,Other Vascular Procedures,Minor,P,Surgical,23,42328.61,46431.03,15486.84,16518.11
2013,116,Arnot Ogden Medical Center,173,2,Other Vascular Procedures,Moderate,P,Surgical,27,44118.27,39538.4,16200.27,13356.48
2013,116,Arnot Ogden Medical Center,173,3,Other Vascular Procedures,Major,P,Surgical,11,56217.31,61109.64,18201.89,19376.9
2013,116,Arnot Ogden Medical Center,173,4,Other Vascular Procedures,Extreme,P,Surgical,4,103780.33,102545.08,30481.85,31130.2
2013,116,Arnot Ogden Medical Center,174,1,Percutaneous Cardiovascular Procedures W Ami,Minor,P,Surgical,83,44633.24,42108.04,14289.24,13428.25
2013,116,Arnot Ogden Medical Center,174,2,Percutaneous Cardiovascular Procedures W Ami,Moderate,P,Surgical,62,47217.25,45257.29,15253.37,14227.44
2013,116,Arnot Ogden Medical Center,174,3,Percutaneous Cardiovascular Procedures W Ami,Major,P,Surgical,16,60810.81,54892.09,20221.2,18792.63
2013,116,Arnot Ogden Medical Center,174,4,Percutaneous Cardiovascular Procedures W Ami,Extreme,P,Surgical,9,74417.26,57890.05,23653.79,21797.96
2013,116,Arnot Ogden Medical Center,175,1,Percutaneous Cardiovascular Procedures W/O Ami,Minor,P,Surgical,77,41387.45,39773.91,13173.24,12834.65
2013,116,Arnot Ogden Medical Center,175,2,Percutaneous Cardiovascular Procedures W/O Ami,Moderate,P,Surgical,54,47530,43548.63,15212.58,14151.51
2013,116,Arnot Ogden Medical Center,175,3,Percutaneous Cardiovascular Procedures W/O Ami,Major,P,Surgical,12,55699.55,56277.27,19172.84,19652.91
2013,116,Arnot Ogden Medical Center,175,4,Percutaneous Cardiovascular Procedures W/O Ami,Extreme,P,Surgical,3,93024.1,81726.07,32783.2,27959.82
2013,116,Arnot Ogden Medical Center,176,1,Cardiac Pacemaker & Defibrillator Device Replacement,Minor,P,Surgical,1,24561.86,24561.86,7492.14,7492.14
2013,116,Arnot Ogden Medical Center,176,2,Cardiac Pacemaker & Defibrillator Device Replacement,Moderate,P,Surgical,1,93309.9,93309.9,21973.03,21973.03
2013,116,Arnot Ogden Medical Center,176,3,Cardiac Pacemaker & Defibrillator Device Replacement,Major,P,Surgical,2,93005.07,93005.07,27088.63,27088.63
2013,116,Arnot Ogden Medical Center,177,1,Cardiac Pacemaker & Defibrillator Revision Except Device Replacement,Minor,P,Surgical,5,27169.44,24758.58,10928.91,10236.78
2013,116,Arnot Ogden Medical Center,177,2,Cardiac Pacemaker & Defibrillator Revision Except Device Replacement,Moderate,P,Surgical,11,58109.41,43368.01,20583.58,14654.41
2013,116,Arnot Ogden Medical Center,177,3,Cardiac Pacemaker & Defibrillator Revision Except Device Replacement,Major,P,Surgical,2,55654.68,55654.68,22033.42,22033.42
2013,116,Arnot Ogden Medical Center,177,4,Cardiac Pacemaker & Defibrillator Revision Except Device Replacement,Extreme,P,Surgical,1,87911.51,87911.51,25413.93,25413.93
2013,116,Arnot Ogden Medical Center,180,2,Other Circulatory System Procedures,Moderate,P,Surgical,2,32922.17,32922.17,10833.38,10833.38
2013,116,Arnot Ogden Medical Center,180,3,Other Circulatory System Procedures,Major,P,Surgical,3,46499.72,48598.37,15941.33,16864.27
2013,116,Arnot Ogden Medical Center,180,4,Other Circulatory System Procedures,Extreme,P,Surgical,1,98296.98,98296.98,31009.75,31009.75
2013,116,Arnot Ogden Medical Center,190,1,Acute Myocardial Infarction,Minor,M,Medical,15,13301.22,13676.44,4338.32,3907.85
2013,116,Arnot Ogden Medical Center,190,2,Acute Myocardial Infarction,Moderate,M,Medical,49,19060.24,16882.05,6706.22,5912.15
2013,116,Arnot Ogden Medical Center,190,3,Acute Myocardial Infarction,Major,M,Medical,59,27879.77,23619.81,10888.61,9644.67
2013,116,Arnot Ogden Medical Center,190,4,Acute Myocardial Infarction,Extreme,M,Medical,24,46086.93,48818.11,15921.9,16979.82
2013,116,Arnot Ogden Medical Center,191,1,Cardiac Catheterization W Circ Disord Exc Ischemic Heart Disease,Minor,M,Medical,13,16475.19,16182.7,4886.97,4410.81
2013,116,Arnot Ogden Medical Center,191,2,Cardiac Catheterization W Circ Disord Exc Ischemic Heart Disease,Moderate,M,Medical,16,24586.62,20161.65,7515.47,6154.55
2013,116,Arnot Ogden Medical Center,191,3,Cardiac Catheterization W Circ Disord Exc Ischemic Heart Disease,Major,M,Medical,15,26760.33,25905.59,9929.42,8966.77
2013,116,Arnot Ogden Medical Center,191,4,Cardiac Catheterization W Circ Disord Exc Ischemic Heart Disease,Extreme,M,Medical,2,49089.35,49089.35,17078.35,17078.35
2013,116,Arnot Ogden Medical Center,192,1,Cardiac Catheterization For Ischemic Heart Disease,Minor,M,Medical,49,16656.68,15921.19,4843.23,4661.29
2013,116,Arnot Ogden Medical Center,192,2,Cardiac Catheterization For Ischemic Heart Disease,Moderate,M,Medical,63,19362.69,17693.18,5691.91,5102.02
2013,116,Arnot Ogden Medical Center,192,3,Cardiac Catheterization For Ischemic Heart Disease,Major,M,Medical,7,23746.48,21095.38,7501.16,6868.97
2013,116,Arnot Ogden Medical Center,192,4,Cardiac Catheterization For Ischemic Heart Disease,Extreme,M,Medical,2,22353.74,22353.74,7789.93,7789.93
2013,116,Arnot Ogden Medical Center,193,3,Acute & Subacute Endocarditis,Major,M,Medical,1,77273.18,77273.18,29900.34,29900.34
2013,116,Arnot Ogden Medical Center,193,4,Acute & Subacute Endocarditis,Extreme,M,Medical,1,26997.68,26997.68,9084.55,9084.55
2013,116,Arnot Ogden Medical Center,194,1,Heart Failure,Minor,M,Medical,11,12105.48,10898.86,4150,3636.74
2013,116,Arnot Ogden Medical Center,194,2,Heart Failure,Moderate,M,Medical,138,14465.16,13239.87,5531.41,4838.19
2013,116,Arnot Ogden Medical Center,194,3,Heart Failure,Major,M,Medical,99,21831.2,19311.01,8616.45,7458.54
2013,116,Arnot Ogden Medical Center,194,4,Heart Failure,Extreme,M,Medical,10,54365.85,50935.32,20377.7,19746.82
2013,116,Arnot Ogden Medical Center,196,3,Cardiac Arrest,Major,M,Medical,1,2270.13,2270.13,1122.71,1122.71
2013,116,Arnot Ogden Medical Center,196,4,Cardiac Arrest,Extreme,M,Medical,5,26126.28,20625.21,7082.12,4784.98
2013,116,Arnot Ogden Medical Center,197,1,Peripheral & Other Vascular Disorders,Minor,M,Medical,6,10719.38,9036.45,4410.29,3854.74
2013,116,Arnot Ogden Medical Center,197,2,Peripheral & Other Vascular Disorders,Moderate,M,Medical,22,18625.16,13967.39,6701.34,5057.12
2013,116,Arnot Ogden Medical Center,197,3,Peripheral & Other Vascular Disorders,Major,M,Medical,24,22702.33,18030.26,8263.75,7539.35
2013,116,Arnot Ogden Medical Center,197,4,Peripheral & Other Vascular Disorders,Extreme,M,Medical,2,26437.23,26437.23,10648.97,10648.97
2013,116,Arnot Ogden Medical Center,198,1,Angina Pectoris & Coronary Atherosclerosis,Minor,M,Medical,13,10543.91,10982.59,3181.74,2748.58
2013,116,Arnot Ogden Medical Center,198,2,Angina Pectoris & Coronary Atherosclerosis,Moderate,M,Medical,43,11670.29,11141.19,3636.61,3460.81
2013,116,Arnot Ogden Medical Center,198,3,Angina Pectoris & Coronary Atherosclerosis,Major,M,Medical,10,13945.75,13423.67,4622.69,4355.96
2013,116,Arnot Ogden Medical Center,198,4,Angina Pectoris & Coronary Atherosclerosis,Extreme,M,Medical,1,25202.69,25202.69,10063.5,10063.5
2013,116,Arnot Ogden Medical Center,199,1,Hypertension,Minor,M,Medical,15,9210.93,9014.11,2871.5,2778.09
2013,116,Arnot Ogden Medical Center,199,2,Hypertension,Moderate,M,Medical,18,14003.09,11826.4,4665.64,3853.42
2013,116,Arnot Ogden Medical Center,199,3,Hypertension,Major,M,Medical,6,15944.53,13898.58,5317.03,4572.92
2013,116,Arnot Ogden Medical Center,199,4,Hypertension,Extreme,M,Medical,1,19602.3,19602.3,9146.7,9146.7
2013,116,Arnot Ogden Medical Center,200,2,Cardiac Structural & Valvular Disorders,Moderate,M,Medical,1,5709.05,5709.05,2982.65,2982.65
2013,116,Arnot Ogden Medical Center,200,3,Cardiac Structural & Valvular Disorders,Major,M,Medical,5,14003.58,14531.44,5257.56,3694.44
2013,116,Arnot Ogden Medical Center,201,1,Cardiac Arrhythmia & Conduction Disorders,Minor,M,Medical,42,8998.43,7964.33,3214.01,2813.5
2013,116,Arnot Ogden Medical Center,201,2,Cardiac Arrhythmia & Conduction Disorders,Moderate,M,Medical,144,11571.55,10102.71,4349.52,3598.88
2013,116,Arnot Ogden Medical Center,201,3,Cardiac Arrhythmia & Conduction Disorders,Major,M,Medical,79,18630.45,16755.55,7245.04,6802.45
2013,116,Arnot Ogden Medical Center,201,4,Cardiac Arrhythmia & Conduction Disorders,Extreme,M,Medical,9,27848.27,18105.01,10244.17,7579.53
2013,116,Arnot Ogden Medical Center,203,1,Chest Pain,Minor,M,Medical,13,10910.45,8939.85,3122.41,2503.48
2013,116,Arnot Ogden Medical Center,204,1,Syncope & Collapse,Minor,M,Medical,25,9690.35,9077.35,3191.21,2630.77
2013,116,Arnot Ogden Medical Center,204,2,Syncope & Collapse,Moderate,M,Medical,37,14624.27,13536.94,4821.47,4095.71
2013,116,Arnot Ogden Medical Center,204,3,Syncope & Collapse,Major,M,Medical,21,15649.75,12995.45,5732.86,4160.86
2013,116,Arnot Ogden Medical Center,206,2,"Malfunction,Reaction,Complication Of Cardiac/Vasc Device Or Procedure",Moderate,M,Medical,5,12454.72,9539.09,3476.57,2591.94
2013,116,Arnot Ogden Medical Center,206,3,"Malfunction,Reaction,Complication Of Cardiac/Vasc Device Or Procedure",Major,M,Medical,9,25528.92,19729.56,9051.72,7275.03
2013,116,Arnot Ogden Medical Center,206,4,"Malfunction,Reaction,Complication Of Cardiac/Vasc Device Or Procedure",Extreme,M,Medical,3,23438.96,20583.2,9659.27,8689.9
2013,116,Arnot Ogden Medical Center,207,1,Other Circulatory System Diagnoses,Minor,M,Medical,17,13115.87,11128.63,4598.64,3965.97
2013,116,Arnot Ogden Medical Center,207,2,Other Circulatory System Diagnoses,Moderate,M,Medical,14,10850.88,10336.28,4130.48,3703.73
2013,116,Arnot Ogden Medical Center,207,3,Other Circulatory System Diagnoses,Major,M,Medical,14,19210.23,15875.66,7199.12,5745.25
2013,116,Arnot Ogden Medical Center,207,4,Other Circulatory System Diagnoses,Extreme,M,Medical,2,21462.06,21462.06,7890.69,7890.69
2013,116,Arnot Ogden Medical Center,220,1,"Major Stomach, Esophageal & Duodenal Procedures",Minor,P,Surgical,1,42402.39,42402.39,13173.71,13173.71
2013,116,Arnot Ogden Medical Center,220,2,"Major Stomach, Esophageal & Duodenal Procedures",Moderate,P,Surgical,3,52252.73,34669.43,17772.22,10753.02
2013,116,Arnot Ogden Medical Center,220,3,"Major Stomach, Esophageal & Duodenal Procedures",Major,P,Surgical,5,63237.89,75173.86,21755.96,22446.73
2013,116,Arnot Ogden Medical Center,220,4,"Major Stomach, Esophageal & Duodenal Procedures",Extreme,P,Surgical,4,92693.56,96338.88,29095.24,30485.96
2013,116,Arnot Ogden Medical Center,221,1,Major Small & Large Bowel Procedures,Minor,P,Surgical,14,31147.39,25732.3,9947.82,8136.9
2013,116,Arnot Ogden Medical Center,221,2,Major Small & Large Bowel Procedures,Moderate,P,Surgical,26,39902.9,35065.89,12816.82,11033.18
2013,116,Arnot Ogden Medical Center,221,3,Major Small & Large Bowel Procedures,Major,P,Surgical,36,62112.32,54531.09,21100.79,18758.23
2013,116,Arnot Ogden Medical Center,221,4,Major Small & Large Bowel Procedures,Extreme,P,Surgical,19,96305.83,90984.77,31183.4,27636.34
2013,116,Arnot Ogden Medical Center,222,1,"Other Stomach, Esophageal & Duodenal Procedures",Minor,P,Surgical,4,11777.22,11680.6,4701.01,4645.17
2013,116,Arnot Ogden Medical Center,222,2,"Other Stomach, Esophageal & Duodenal Procedures",Moderate,P,Surgical,2,19844.04,19844.04,5025.48,5025.48
2013,116,Arnot Ogden Medical Center,222,4,"Other Stomach, Esophageal & Duodenal Procedures",Extreme,P,Surgical,1,63310.08,63310.08,20436.55,20436.55
2013,116,Arnot Ogden Medical Center,223,1,Other Small & Large Bowel Procedures,Minor,P,Surgical,1,14374.85,14374.85,3807.12,3807.12
2013,116,Arnot Ogden Medical Center,223,2,Other Small & Large Bowel Procedures,Moderate,P,Surgical,6,34148.01,31002.34,11603.29,10950.93
2013,116,Arnot Ogden Medical Center,223,3,Other Small & Large Bowel Procedures,Major,P,Surgical,2,29480.18,29480.18,9602.83,9602.83
2013,116,Arnot Ogden Medical Center,224,1,Peritoneal Adhesiolysis,Minor,P,Surgical,9,16607.64,13448.22,5615.15,4597.18
2013,116,Arnot Ogden Medical Center,224,2,Peritoneal Adhesiolysis,Moderate,P,Surgical,6,29139.65,26672.69,10840.21,9602.38
2013,116,Arnot Ogden Medical Center,224,3,Peritoneal Adhesiolysis,Major,P,Surgical,3,42309.25,38837.39,14336.11,13282.8
2013,116,Arnot Ogden Medical Center,224,4,Peritoneal Adhesiolysis,Extreme,P,Surgical,2,64656.93,64656.93,22190.8,22190.8
2013,116,Arnot Ogden Medical Center,225,1,Appendectomy,Minor,P,Surgical,37,13946.58,13688.54,3796.76,3423.93
2013,116,Arnot Ogden Medical Center,225,2,Appendectomy,Moderate,P,Surgical,35,20644.48,18201.47,6656.95,5832.4
2013,116,Arnot Ogden Medical Center,225,3,Appendectomy,Major,P,Surgical,6,48778.22,47209.65,15698.19,15225.31
2013,116,Arnot Ogden Medical Center,225,4,Appendectomy,Extreme,P,Surgical,1,48592.01,48592.01,17473.33,17473.33
2013,116,Arnot Ogden Medical Center,226,1,Anal Procedures,Minor,P,Surgical,4,12370.16,11979.09,4122.28,4003.26
2013,116,Arnot Ogden Medical Center,226,2,Anal Procedures,Moderate,P,Surgical,1,17254.94,17254.94,9625.98,9625.98
2013,116,Arnot Ogden Medical Center,227,1,"Hernia Procedures Except Inguinal, Femoral & Umbilical",Minor,P,Surgical,10,16925.96,14442.43,5466.12,4587.02
2013,116,Arnot Ogden Medical Center,227,2,"Hernia Procedures Except Inguinal, Femoral & Umbilical",Moderate,P,Surgical,12,20968.82,21865.69,7660.73,7359.21
2013,116,Arnot Ogden Medical Center,227,3,"Hernia Procedures Except Inguinal, Femoral & Umbilical",Major,P,Surgical,1,52411.87,52411.87,18712.31,18712.31
2013,116,Arnot Ogden Medical Center,227,4,"Hernia Procedures Except Inguinal, Femoral & Umbilical",Extreme,P,Surgical,2,122767.07,122767.07,39591.2,39591.2
2013,116,Arnot Ogden Medical Center,228,1,"Inguinal, Femoral & Umbilical Hernia Procedures",Minor,P,Surgical,8,15605.09,15783.4,5227.73,5017.7
2013,116,Arnot Ogden Medical Center,228,2,"Inguinal, Femoral & Umbilical Hernia Procedures",Moderate,P,Surgical,4,16194.32,16285.5,5130.23,4732.24
2013,116,Arnot Ogden Medical Center,228,3,"Inguinal, Femoral & Umbilical Hernia Procedures",Major,P,Surgical,2,59784.17,59784.17,24850.59,24850.59
2013,116,Arnot Ogden Medical Center,228,4,"Inguinal, Femoral & Umbilical Hernia Procedures",Extreme,P,Surgical,1,51552.33,51552.33,16881.95,16881.95
